id,hrs1,prestg80,sphrs1,educ,paeduc,sex,happy,hapmar,health,happy7,satfam7
1311,40,42,,11,,FEMALE,,,GOOD,Fairly happy,Very satisfied
1312,40,,40,,,FEMALE,,,,,
1313,,,,13,18,MALE,,,EXCELLENT,Very happy,Fairly satisfied
1314,40,39,40,10,,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
1315,45,33,,9,12,FEMALE,PRETTY HAPPY,,POOR,,
1316,30,42,,14,6,FEMALE,,,EXCELLENT,,
1317,,49,,12,12,MALE,,,FAIR,Very happy,
1318,,64,,17,8,FEMALE,PRETTY HAPPY,,GOOD,,
1319,,20,,11,12,MALE,VERY HAPPY,,GOOD,,
1320,,24,20,6,,MALE,,,,,
1321,43,30,28,14,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
1322,56,44,,17,12,FEMALE,VERY HAPPY,,,,
1323,60,66,45,19,20,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1324,45,47,,16,,FEMALE,,,EXCELLENT,Completely happy,Completely satisfied
1325,80,60,,11,12,MALE,NOT TOO HAPPY,,GOOD,,
1326,40,50,,14,10,MALE,PRETTY HAPPY,,,,
1327,,,,12,8,FEMALE,,,,Completely unhappy,Completely dissatisfied
1328,35,46,,12,,FEMALE,PRETTY HAPPY,,,,
1329,45,52,,17,10,MALE,PRETTY HAPPY,,POOR,,
1330,40,42,,12,12,MALE,,,,Very happy,Very satisfied
1331,,39,,10,,MALE,,,GOOD,Fairly happy,Very satisfied
1332,,29,,8,,FEMALE,PRETTY HAPPY,,FAIR,,
1333,43,44,40,14,,FEMALE,VERY HAPPY,VERY HAPPY,,,
1334,,24,,8,12,MALE,PRETTY HAPPY,,POOR,,
1335,,32,,9,,MALE,,,GOOD,Fairly happy,Neither satisfied nor dissatisfied
1336,,31,,11,,FEMALE,,,,,
1337,,64,,19,19,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1338,50,44,24,12,12,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
1339,,40,,12,8,FEMALE,,,POOR,Very unhappy,Completely dissatisfied
1340,65,64,,16,6,MALE,,,,Very happy,Fairly satisfied
1341,,47,,12,11,FEMALE,,,EXCELLENT,Completely happy,Completely satisfied
1342,49,42,,13,8,FEMALE,PRETTY HAPPY,,FAIR,,
1343,,24,,15,,FEMALE,NOT TOO HAPPY,,POOR,,
1344,26,22,,11,12,FEMALE,VERY HAPPY,,EXCELLENT,,
1345,,31,,12,10,MALE,PRETTY HAPPY,,,,
1346,,32,,7,,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1347,40,22,,8,12,FEMALE,,,EXCELLENT,Completely happy,Completely satisfied
1348,,23,,12,12,FEMALE,,,,Fairly happy,Neither satisfied nor dissatisfied
1349,,,,10,,FEMALE,,,FAIR,Very happy,Fairly satisfied
1350,30,29,,11,,FEMALE,PRETTY HAPPY,,GOOD,,
1351,27,31,,9,,FEMALE,PRETTY HAPPY,,,,
1352,,30,,8,2,MALE,VERY HAPPY,,POOR,,
1353,50,60,,12,,MALE,,,,Very happy,Completely satisfied
1354,50,42,46,12,,MALE,,,,Very happy,Very satisfied
1355,30,34,,12,12,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
1356,50,47,,10,5,FEMALE,NOT TOO HAPPY,,EXCELLENT,,
1357,52,51,40,14,16,FEMALE,,,GOOD,Very happy,Very satisfied
1358,45,60,40,14,8,FEMALE,VERY HAPPY,VERY HAPPY,,,
1359,55,64,,20,8,FEMALE,VERY HAPPY,,EXCELLENT,,
1360,50,69,42,20,18,MALE,,,,Very happy,Very satisfied
1361,60,64,80,20,16,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
1362,42,66,40,20,14,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
1363,60,61,,16,10,MALE,VERY HAPPY,,EXCELLENT,,
1364,,49,,12,8,MALE,,,,Completely happy,Completely satisfied
1365,,36,,12,14,FEMALE,NOT TOO HAPPY,,GOOD,,
1366,,32,,12,,MALE,,,,Very happy,Very satisfied
1367,50,51,,12,3,FEMALE,,,GOOD,Very happy,Very satisfied
1368,47,40,45,12,12,MALE,PRETTY HAPPY,VERY HAPPY,,,
1369,,22,40,14,6,MALE,VERY HAPPY,VERY HAPPY,FAIR,,
1370,,48,60,15,,FEMALE,,,GOOD,Neither happy nor unhappy,Neither satisfied nor dissatisfied
1371,,51,,12,8,MALE,,,EXCELLENT,Fairly happy,Fairly satisfied
1372,34,31,,10,,FEMALE,,,,Very happy,Very satisfied
1373,,74,,20,3,MALE,VERY HAPPY,VERY HAPPY,,,
1374,60,50,,14,12,MALE,PRETTY HAPPY,,GOOD,,
1375,,,40,11,12,FEMALE,,,GOOD,Very happy,Completely satisfied
1376,,,,11,,FEMALE,,,,Very happy,Very satisfied
1377,25,49,25,20,6,FEMALE,,,EXCELLENT,Fairly happy,Fairly satisfied
1378,,63,,16,16,FEMALE,NOT TOO HAPPY,NOT TOO HAPPY,GOOD,,
1379,,,,18,,FEMALE,,,,,
1380,,64,,17,8,FEMALE,,,GOOD,Neither happy nor unhappy,Fairly satisfied
1381,,51,,14,12,MALE,VERY HAPPY,,,,
1382,42,30,,12,11,MALE,,,,,
1383,,21,,16,,MALE,,,EXCELLENT,Very happy,Very satisfied
1384,,47,40,13,11,MALE,VERY HAPPY,VERY HAPPY,,,
1385,40,51,,12,10,FEMALE,PRETTY HAPPY,,GOOD,,
1386,,64,40,16,14,FEMALE,,,EXCELLENT,Very happy,Completely satisfied
1387,45,30,,16,14,MALE,,,,Very happy,Very satisfied
1388,45,66,,16,14,FEMALE,,,EXCELLENT,Very happy,Completely satisfied
1389,45,74,,16,10,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1390,,66,15,16,3,FEMALE,VERY HAPPY,VERY HAPPY,,,
1391,,65,40,15,16,FEMALE,,,GOOD,Very happy,Very satisfied
1392,,69,52,14,18,FEMALE,,,,Completely happy,Completely satisfied
1393,,,,11,,MALE,NOT TOO HAPPY,,FAIR,,
1394,,47,40,15,12,FEMALE,,,,Very happy,Completely satisfied
1395,35,36,,10,,FEMALE,PRETTY HAPPY,,,,
1396,55,49,,16,16,FEMALE,NOT TOO HAPPY,,GOOD,,
1397,43,43,,16,12,MALE,,,EXCELLENT,Very happy,Very satisfied
1398,,51,46,11,12,FEMALE,NOT TOO HAPPY,VERY HAPPY,,,
1399,40,32,,12,,MALE,PRETTY HAPPY,,EXCELLENT,,
1400,45,51,40,18,12,FEMALE,,,GOOD,Very happy,Very satisfied
1401,40,30,,13,,MALE,,,,Very happy,Very satisfied
1402,37,34,20,12,12,MALE,PRETTY HAPPY,VERY HAPPY,FAIR,,
1403,,42,,9,6,FEMALE,NOT TOO HAPPY,NOT TOO HAPPY,,,
1404,36,37,40,12,,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1405,,47,,12,12,FEMALE,,,EXCELLENT,Very happy,Completely satisfied
1406,62,30,50,14,12,MALE,PRETTY HAPPY,PRETTY HAPPY,FAIR,,
1407,40,45,,14,12,FEMALE,PRETTY HAPPY,,,,
1408,35,30,12,12,,FEMALE,,,EXCELLENT,Fairly unhappy,Very dissatisfied
1409,,51,,12,16,FEMALE,,,,Completely happy,Completely satisfied
1410,37,43,,14,9,MALE,PRETTY HAPPY,,GOOD,,
1411,40,51,,14,,MALE,,,GOOD,Very happy,Fairly satisfied
1412,50,64,,16,16,FEMALE,,,,Very happy,Fairly satisfied
1413,89,36,75,15,12,FEMALE,PRETTY HAPPY,VERY HAPPY,FAIR,,
1414,65,74,,16,16,MALE,,,,Very happy,Completely satisfied
1415,45,51,50,12,,FEMALE,,,GOOD,Fairly happy,Very satisfied
1416,48,21,,17,,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1417,40,75,,17,14,FEMALE,,,GOOD,Very happy,Very satisfied
1418,50,33,40,16,16,FEMALE,,,,,
1419,40,47,,16,12,FEMALE,PRETTY HAPPY,,GOOD,,
1420,,59,,17,,MALE,,,GOOD,Very happy,Fairly satisfied
1421,35,32,40,16,18,MALE,,,,Very happy,Very satisfied
1422,50,51,,16,,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1423,45,71,,16,19,FEMALE,PRETTY HAPPY,,,,
1424,52,65,,16,12,FEMALE,,,,Fairly happy,Completely satisfied
1425,40,49,60,13,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1426,,50,,12,,MALE,PRETTY HAPPY,,,,
1427,,22,40,12,,MALE,PRETTY HAPPY,PRETTY HAPPY,FAIR,,
1428,60,51,,20,,FEMALE,,,GOOD,Fairly happy,Fairly satisfied
1429,40,35,,12,12,MALE,,,,Fairly happy,Fairly satisfied
1430,40,42,,13,14,FEMALE,,,EXCELLENT,Fairly happy,Very satisfied
1431,40,56,,11,,FEMALE,NOT TOO HAPPY,,GOOD,,
1432,,35,50,12,14,MALE,NOT TOO HAPPY,VERY HAPPY,EXCELLENT,,
1433,,25,,12,,MALE,,,FAIR,Fairly unhappy,Neither satisfied nor dissatisfied
1434,40,28,50,11,,FEMALE,,,GOOD,Very happy,Very satisfied
1435,55,46,,18,16,FEMALE,,,EXCELLENT,Very happy,Fairly satisfied
1436,23,17,40,14,,FEMALE,,,FAIR,,
1437,,,,12,16,FEMALE,,,EXCELLENT,Fairly happy,Fairly satisfied
1438,,,,19,16,MALE,PRETTY HAPPY,,,,
1439,,51,,19,19,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1440,32,74,,16,,MALE,,,EXCELLENT,,
1441,20,75,,20,20,MALE,,,,Fairly happy,Neither satisfied nor dissatisfied
1442,,49,,19,12,MALE,VERY HAPPY,PRETTY HAPPY,GOOD,,
1443,50,61,,16,20,MALE,PRETTY HAPPY,,,,
1444,,46,,12,19,FEMALE,,,FAIR,,
1445,,20,,13,3,FEMALE,,,,Fairly happy,Very satisfied
1446,,31,,11,2,FEMALE,PRETTY HAPPY,,FAIR,,
1447,45,54,,17,11,FEMALE,VERY HAPPY,,EXCELLENT,,
1448,50,42,,11,12,FEMALE,,,FAIR,,
1449,30,61,45,18,16,FEMALE,,,GOOD,,
1450,40,36,,13,13,FEMALE,,,EXCELLENT,Completely happy,Fairly satisfied
1451,,41,40,12,9,FEMALE,VERY HAPPY,VERY HAPPY,,,
1452,,57,,16,,MALE,PRETTY HAPPY,,EXCELLENT,,
1453,40,46,,13,12,FEMALE,,,EXCELLENT,Completely happy,Completely satisfied
1454,30,51,40,12,6,FEMALE,,,GOOD,Completely happy,Completely satisfied
1455,16,42,,13,,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1456,64,49,30,12,,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1457,,45,,7,,MALE,,,FAIR,Completely happy,Completely satisfied
1458,30,31,50,13,,MALE,,,,Fairly unhappy,Fairly satisfied
1459,40,43,,12,12,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1460,34,44,,15,,FEMALE,PRETTY HAPPY,,,,
1461,89,49,,13,,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
1462,32,32,,14,9,FEMALE,,,,Fairly unhappy,Very dissatisfied
1463,40,64,,17,3,FEMALE,,,GOOD,,
1464,,51,,12,,FEMALE,VERY HAPPY,,POOR,,
1465,42,64,,13,15,FEMALE,NOT TOO HAPPY,,FAIR,,
1466,,40,,12,12,FEMALE,,,GOOD,,
1467,40,27,,14,,MALE,,,GOOD,Fairly happy,Neither satisfied nor dissatisfied
1468,40,47,40,13,10,FEMALE,VERY HAPPY,VERY HAPPY,,,
1469,40,66,,12,11,FEMALE,,,,,
1470,40,32,40,16,,FEMALE,,,EXCELLENT,,
1471,,23,,6,6,MALE,VERY HAPPY,PRETTY HAPPY,GOOD,,
1472,15,,,14,,FEMALE,VERY HAPPY,,,,
1473,,44,,12,12,FEMALE,VERY HAPPY,,GOOD,,
1474,,46,,13,0,FEMALE,,,GOOD,Very happy,Completely satisfied
1475,,30,,9,5,MALE,,,,,
1476,20,43,40,12,16,FEMALE,,,GOOD,,
1477,,46,,12,,FEMALE,PRETTY HAPPY,,GOOD,,
1478,,47,,12,12,FEMALE,PRETTY HAPPY,VERY HAPPY,,,
1479,40,74,,12,,FEMALE,VERY HAPPY,,EXCELLENT,,
1480,,49,40,14,14,MALE,,,GOOD,,
1481,30,22,,16,12,MALE,,,,,
1482,40,42,,14,,MALE,,,GOOD,,
1483,70,64,50,20,,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
1484,,32,24,16,12,MALE,,,,Completely happy,Completely satisfied
1485,60,64,72,18,14,FEMALE,,,EXCELLENT,Very happy,Very satisfied
1486,32,34,,13,12,FEMALE,NOT TOO HAPPY,,GOOD,,
1487,,,,,,FEMALE,,,,,
1488,,65,,19,8,MALE,NOT TOO HAPPY,,EXCELLENT,,
1489,40,32,,,19,MALE,,,EXCELLENT,,
1490,,,,17,16,MALE,,,,Very happy,Completely satisfied
1491,40,61,,16,16,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1492,88,34,,16,7,MALE,PRETTY HAPPY,,,,
1493,40,47,,14,12,FEMALE,PRETTY HAPPY,,GOOD,,
1494,30,42,50,15,,MALE,,,,Very happy,Very satisfied
1495,40,60,,15,9,MALE,,,EXCELLENT,Very happy,Very satisfied
1496,32,44,,12,8,MALE,PRETTY HAPPY,,GOOD,,
1497,40,33,,10,12,MALE,PRETTY HAPPY,,GOOD,,
1498,40,51,,14,17,MALE,,,EXCELLENT,Fairly happy,Neither satisfied nor dissatisfied
1499,75,50,,12,,MALE,,,GOOD,,
1500,,,,15,,FEMALE,NOT TOO HAPPY,,,,
1501,,69,,14,,FEMALE,,,GOOD,Neither happy nor unhappy,Fairly satisfied
1502,,,,,4,MALE,,,,Fairly happy,Completely satisfied
1503,40,74,,16,16,MALE,PRETTY HAPPY,,,,
1504,28,51,,16,,MALE,,,EXCELLENT,,
1505,40,22,35,12,12,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1506,40,40,40,12,12,MALE,PRETTY HAPPY,PRETTY HAPPY,,,
1507,43,32,32,13,12,MALE,PRETTY HAPPY,PRETTY HAPPY,EXCELLENT,,
1508,55,56,60,16,12,FEMALE,,,GOOD,Very happy,Very satisfied
1509,,32,,12,,FEMALE,,,EXCELLENT,Very happy,Completely satisfied
1510,40,34,,12,12,MALE,VERY HAPPY,,,,
1511,40,24,,12,,MALE,,,GOOD,Fairly happy,Very satisfied
1512,40,31,,12,12,MALE,,,GOOD,Fairly happy,Fairly satisfied
1513,40,32,,12,12,MALE,NOT TOO HAPPY,,FAIR,,
1514,55,30,42,11,,FEMALE,NOT TOO HAPPY,PRETTY HAPPY,,,
1515,,,,12,12,FEMALE,PRETTY HAPPY,,FAIR,,
1516,,,,12,,MALE,,,FAIR,Fairly unhappy,Very satisfied
1517,23,21,,14,14,FEMALE,PRETTY HAPPY,,,,
1518,40,43,,18,18,FEMALE,PRETTY HAPPY,,GOOD,,
1519,35,44,,13,,MALE,,,FAIR,Fairly happy,Fairly satisfied
1520,65,22,,10,,MALE,PRETTY HAPPY,VERY HAPPY,EXCELLENT,,
1521,,47,40,13,14,MALE,,,,Fairly happy,Fairly dissatisfied
1522,,42,,12,12,MALE,VERY HAPPY,,FAIR,,
1523,40,49,,12,12,FEMALE,PRETTY HAPPY,,,,
1524,,34,,10,,MALE,,,GOOD,Neither happy nor unhappy,Very dissatisfied
1525,50,19,40,12,12,MALE,,,,Fairly happy,Fairly satisfied
1526,42,,,12,,MALE,,,FAIR,,
1527,37,64,60,19,14,FEMALE,VERY HAPPY,PRETTY HAPPY,,,
1528,50,69,40,12,12,FEMALE,,,FAIR,Fairly happy,Fairly satisfied
1529,50,51,20,16,18,MALE,,,,Very happy,Very satisfied
1530,40,39,45,14,16,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
1531,40,64,40,18,16,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
1532,,61,27,16,12,MALE,VERY HAPPY,VERY HAPPY,FAIR,,
1533,45,49,60,18,16,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1534,40,66,48,18,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
1535,38,39,40,13,14,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1536,50,58,,14,18,MALE,,,GOOD,Very happy,Very satisfied
1537,55,44,,16,18,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1538,,64,,20,12,FEMALE,,,EXCELLENT,,
1539,,46,,16,12,FEMALE,VERY HAPPY,,GOOD,,
1540,,43,,14,14,FEMALE,,,EXCELLENT,Fairly happy,Fairly satisfied
1541,30,61,35,17,9,MALE,,,,,
1542,50,36,,12,7,MALE,PRETTY HAPPY,,,,
1543,60,42,,12,,FEMALE,NOT TOO HAPPY,,EXCELLENT,,
1544,45,51,,11,,FEMALE,,,FAIR,Fairly happy,Fairly satisfied
1545,37,63,,12,10,MALE,,,GOOD,Very happy,Very satisfied
1546,,36,,14,15,MALE,NOT TOO HAPPY,,EXCELLENT,,
1547,5,52,20,12,,FEMALE,,,EXCELLENT,Very happy,Completely satisfied
1548,40,51,,13,0,MALE,,,,,
1549,80,51,30,14,,FEMALE,,,EXCELLENT,,
1550,40,42,,12,,MALE,PRETTY HAPPY,,GOOD,,
1551,,36,48,12,8,FEMALE,,,EXCELLENT,Fairly happy,Fairly satisfied
1552,,30,,12,12,FEMALE,NOT TOO HAPPY,PRETTY HAPPY,,,
1553,40,22,,16,10,MALE,NOT TOO HAPPY,,GOOD,,
1554,,29,,,,MALE,PRETTY HAPPY,,FAIR,,
1555,,32,,12,,FEMALE,VERY HAPPY,,,,
1556,50,48,,13,14,MALE,,,GOOD,Very happy,Very satisfied
1557,45,36,40,11,,MALE,,,,Very happy,Very satisfied
1558,40,69,,12,9,FEMALE,,,GOOD,Neither happy nor unhappy,
1559,,28,,14,12,FEMALE,VERY HAPPY,,GOOD,,
1560,,36,72,12,,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
1561,70,30,,10,,MALE,,,FAIR,Fairly happy,Fairly satisfied
1562,15,28,,11,,FEMALE,VERY HAPPY,,,,
1563,,32,,14,12,FEMALE,PRETTY HAPPY,,FAIR,,
1564,,22,,14,,MALE,,,,,
1565,,38,,14,,MALE,,,POOR,,
1566,43,30,,12,9,MALE,NOT TOO HAPPY,,,,
1567,40,41,,14,,FEMALE,PRETTY HAPPY,,FAIR,,
1568,50,51,,18,11,FEMALE,,,GOOD,Very happy,Very satisfied
1569,36,46,,8,,FEMALE,PRETTY HAPPY,,,,
1570,50,28,,12,,FEMALE,VERY HAPPY,,POOR,,
1571,18,60,,15,16,FEMALE,NOT TOO HAPPY,,GOOD,,
1572,,28,,20,20,FEMALE,,,GOOD,Very happy,Very satisfied
1573,40,49,40,13,,FEMALE,,,GOOD,Very happy,Completely satisfied
1574,40,51,,14,,FEMALE,PRETTY HAPPY,,,,
1575,50,49,,12,12,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1576,45,39,,14,12,FEMALE,,,GOOD,Fairly unhappy,Fairly dissatisfied
1577,45,39,,13,16,MALE,PRETTY HAPPY,,EXCELLENT,,
1578,,30,,13,16,FEMALE,VERY HAPPY,,,,
1579,45,43,,16,12,FEMALE,,,GOOD,Very happy,Very satisfied
1580,43,47,,16,12,FEMALE,,,,Fairly happy,Fairly satisfied
1581,,47,,14,6,FEMALE,,,FAIR,Very happy,Very satisfied
1582,60,51,,16,16,FEMALE,VERY HAPPY,,EXCELLENT,,
1583,40,41,,13,12,FEMALE,NOT TOO HAPPY,,,,
1584,40,51,,16,16,MALE,,,EXCELLENT,Very happy,Very satisfied
1585,40,42,40,16,12,MALE,,,GOOD,Fairly happy,Very satisfied
1586,20,56,40,16,16,FEMALE,PRETTY HAPPY,VERY HAPPY,EXCELLENT,,
1587,44,44,,14,14,FEMALE,VERY HAPPY,,,,
1588,40,48,,15,,MALE,PRETTY HAPPY,,EXCELLENT,,
1589,50,51,,14,12,MALE,,,GOOD,Very happy,Very satisfied
1590,40,51,,18,12,FEMALE,NOT TOO HAPPY,,,,
1591,45,51,45,14,12,FEMALE,,,GOOD,Fairly happy,Fairly satisfied
1592,40,41,,12,8,FEMALE,,,,Fairly happy,Fairly satisfied
1593,75,51,,12,12,MALE,PRETTY HAPPY,,GOOD,,
1594,30,34,37,12,8,MALE,NOT TOO HAPPY,PRETTY HAPPY,,,
1595,50,57,,14,10,FEMALE,,,EXCELLENT,Very happy,Very satisfied
1596,44,36,,12,14,FEMALE,,,GOOD,Very happy,Fairly satisfied
1597,40,49,,16,17,FEMALE,VERY HAPPY,,,,
1598,,42,,12,,FEMALE,VERY HAPPY,,FAIR,,
1599,45,52,,12,8,FEMALE,,,GOOD,Very happy,Very satisfied
1600,40,44,40,14,16,FEMALE,,,,Very happy,Very satisfied
1601,75,19,,13,10,MALE,PRETTY HAPPY,,GOOD,,
1602,49,51,40,12,12,MALE,VERY HAPPY,VERY HAPPY,,,
1603,60,59,60,12,10,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1604,,65,40,15,19,FEMALE,,,GOOD,Very happy,Fairly satisfied
1605,50,32,,16,14,MALE,,,EXCELLENT,Neither happy nor unhappy,Neither satisfied nor dissatisfied
1606,35,40,45,13,14,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1607,38,59,58,15,16,FEMALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1608,,28,45,12,10,FEMALE,VERY HAPPY,VERY HAPPY,,,
1609,,54,,12,4,MALE,VERY HAPPY,VERY HAPPY,GOOD,,
1610,,47,40,16,16,FEMALE,,,EXCELLENT,Fairly happy,Fairly satisfied
1611,62,22,,0,0,MALE,NOT TOO HAPPY,,POOR,,
1612,50,69,,14,6,MALE,VERY HAPPY,VERY HAPPY,,,
1613,46,57,50,12,12,FEMALE,,,EXCELLENT,Very unhappy,Fairly dissatisfied
1614,40,40,45,14,,FEMALE,VERY HAPPY,VERY HAPPY,,,
1615,,,,9,,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1616,35,29,,12,,FEMALE,,,GOOD,Completely happy,Completely satisfied
1617,50,22,,13,11,FEMALE,,,,,
1618,40,29,55,14,,FEMALE,,,FAIR,Very happy,Completely satisfied
1619,60,49,,14,8,MALE,,,,Very happy,Fairly satisfied
1620,40,40,40,15,,FEMALE,,,FAIR,Neither happy nor unhappy,Fairly dissatisfied
1621,40,34,50,12,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1622,,39,,12,8,MALE,PRETTY HAPPY,,,,
1623,44,44,,13,12,MALE,,,EXCELLENT,Fairly happy,Fairly satisfied
1624,,41,,16,18,MALE,,,,Fairly unhappy,Very dissatisfied
1625,,59,45,16,14,FEMALE,,,GOOD,Very happy,Completely satisfied
1626,9,32,,12,,FEMALE,VERY HAPPY,,EXCELLENT,,
1627,,36,,11,12,MALE,NOT TOO HAPPY,,GOOD,,
1628,38,30,,14,8,MALE,,,FAIR,Very unhappy,Fairly satisfied
1629,50,48,,17,10,FEMALE,,,GOOD,Very happy,Completely satisfied
1630,55,49,10,16,,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1631,,68,80,16,11,FEMALE,,,EXCELLENT,,
1632,40,60,,16,,MALE,,,GOOD,Fairly happy,Fairly satisfied
1633,,,,14,,MALE,VERY HAPPY,PRETTY HAPPY,FAIR,,
1634,85,35,,14,12,MALE,,,GOOD,Very happy,Very dissatisfied
1635,80,32,,16,16,FEMALE,VERY HAPPY,,FAIR,,
1636,45,48,,16,16,MALE,PRETTY HAPPY,,GOOD,,
1637,37,41,,12,,MALE,,,,Fairly happy,Fairly satisfied
1638,40,43,,14,12,FEMALE,,,GOOD,Very happy,Very satisfied
1639,,44,,16,17,MALE,PRETTY HAPPY,,GOOD,,
1640,50,74,,16,12,FEMALE,,,,Neither happy nor unhappy,Neither satisfied nor dissatisfied
1641,,43,,11,12,FEMALE,NOT TOO HAPPY,,POOR,,
1642,,49,,14,20,FEMALE,NOT TOO HAPPY,,EXCELLENT,,
1643,12,39,,4,,MALE,,,,,
1644,16,29,40,6,2,MALE,,,GOOD,,
1645,,,,16,12,FEMALE,PRETTY HAPPY,,FAIR,,
1646,,64,,16,8,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
1647,,17,,15,4,MALE,,,GOOD,,
1648,26,31,24,15,16,MALE,,,,,
1649,37,52,75,15,12,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
1650,,66,50,16,12,FEMALE,,,,Completely happy,Completely satisfied
1651,40,43,,14,12,MALE,PRETTY HAPPY,,FAIR,,
1652,40,47,80,16,16,MALE,,,GOOD,Very happy,Very satisfied
1653,28,56,40,20,18,FEMALE,PRETTY HAPPY,PRETTY HAPPY,,,
1654,20,48,30,16,,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1655,48,51,16,12,14,MALE,,,,Very happy,Very satisfied
1656,70,51,40,18,12,MALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1657,68,36,,14,14,MALE,,,,Very happy,Neither satisfied nor dissatisfied
1658,47,51,,16,19,MALE,PRETTY HAPPY,,,,
1659,24,32,,19,19,MALE,,,,Very happy,Fairly satisfied
1660,,33,,12,,FEMALE,VERY HAPPY,VERY HAPPY,,,
1661,,,,12,6,FEMALE,NOT TOO HAPPY,,POOR,,
1662,40,32,,13,,MALE,,,GOOD,Very happy,Completely satisfied
1663,52,42,,13,,FEMALE,,,,,
1664,38,42,,12,,FEMALE,VERY HAPPY,,EXCELLENT,,
1665,,66,,13,6,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1666,,42,,13,,MALE,,,,,
1667,,32,40,14,10,MALE,,,GOOD,Very happy,Very satisfied
1668,21,65,,12,8,FEMALE,PRETTY HAPPY,PRETTY HAPPY,FAIR,,
1669,40,46,,12,12,FEMALE,,,GOOD,Completely happy,Very satisfied
1670,,,,12,12,FEMALE,NOT TOO HAPPY,,,,
1671,28,42,48,14,14,FEMALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1672,,,,12,8,FEMALE,PRETTY HAPPY,,FAIR,,
1673,,,,9,8,FEMALE,,,FAIR,Neither happy nor unhappy,Neither satisfied nor dissatisfied
1674,89,45,,10,9,MALE,,,GOOD,Very happy,
1675,45,27,40,8,8,MALE,PRETTY HAPPY,VERY HAPPY,GOOD,,
1676,40,51,40,13,12,FEMALE,,,GOOD,,
1677,63,51,,14,8,FEMALE,,,EXCELLENT,Completely happy,Very satisfied
1678,,29,,11,,FEMALE,,,FAIR,Very happy,Very satisfied
1679,40,51,,12,16,FEMALE,VERY HAPPY,,EXCELLENT,,
1680,25,29,,15,,FEMALE,PRETTY HAPPY,,,,
1681,45,36,,11,12,FEMALE,PRETTY HAPPY,,EXCELLENT,,
1682,,56,,13,,FEMALE,,,EXCELLENT,Very happy,Completely satisfied
1683,,42,,9,,FEMALE,,,POOR,,
1684,31,32,,11,12,FEMALE,PRETTY HAPPY,,GOOD,,
1685,32,28,,12,12,FEMALE,PRETTY HAPPY,,,,
1686,15,40,,12,12,MALE,,,FAIR,Fairly happy,Neither satisfied nor dissatisfied
1687,40,49,49,12,12,FEMALE,,,GOOD,Neither happy nor unhappy,Fairly satisfied
1688,40,74,20,17,12,MALE,VERY HAPPY,VERY HAPPY,EXCELLENT,,
1689,40,51,,16,,MALE,PRETTY HAPPY,,,,
1690,16,69,40,13,8,FEMALE,PRETTY HAPPY,PRETTY HAPPY,GOOD,,
1691,42,35,,12,,MALE,,,,Completely happy,Completely satisfied
1692,54,44,,14,12,MALE,VERY HAPPY,,GOOD,,
